"Country","RowID","Age","Gender","Kids","Education","WrkStatus","Income","Occupation","YearsInPos","MnthsInPos","CommSize","MaritalStat","Sons","Daughters","DP1","DP2","DP3","DP4","DP5","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5","SelfProcrast","OthrProcrast","DPMean","AIPMean","GPMean","SWLSMean","OccupatnAlt","EducationAlt","HDICategory","HDI"
"United States",2288,55,"Female","Yes","ma","Full-Time",87500,"Clinical Dietitian","10",2,"Large-City","Married",3,0,5,5,5,3,3,1,3,5,4,4,4,4,4,5,5,4,4,3,5,5,4,3,3,5,3,3,4,4,4,5,3,4,3,3,4,5,3,4,3,3,2,3,3,3,2,"Yes","Yes",3.6,3.87,3.75,2.8,"DIETITIAN - CLINICAL","Masters","Very High","0.920"
"United States",2289,37.5,"Male","No","ma","Student",10000,"please specify","3",0,"Large-City","Single",0,0,3,2,1,1,1,1,1,2,3,3,4,2,3,2,4,2,3,3,2,4,4,1,2,4,3,1,2,3,4,3,3,3,1,2,2,3,3,4,1,3,3,4,4,3,4,"Yes","No",1.4,2.4,2.65,3.4,"*MISSING*","Masters","Very High","0.920"
"United States",2290,55,"Male","No","ma","Full-Time",150000,"consultant","5",0,"Large-City","Divorced",0,0,3,3,4,3,3,1,1,5,3,3,1,3,3,2,2,4,2,4,1,3,4,1,3,2,1,2,3,4,4,2,1,4,2,3,2,5,4,4,4,3,2,3,3,2,3,"Yes","No",2.6,2.53,2.9,2.6,"CONSULTANT","Masters","Very High","0.920"
"United States",2291,45,"Male","No","phd","Full-Time",250000,"Entrepreneur & Consultant","28",0,"Large-City","Single",0,0,3,3,2,2,2,2,4,3,4,3,4,4,3,3,3,2,4,2,4,2,4,2,3,3,4,3,3,3,3,4,4,3,1,2,3,3,3,2,2,3,4,4,4,4,3,"Yes","No",2,3.13,2.85,3.8,"BUSINESS OWNER / SELF EMPLOYED","PhD","Very High","0.920"
"United States",2292,28,"Male","No","ltuni","Full-Time",45000,"Process Engineer","8",0,"Large Town","Single",0,0,5,3,1,2,2,5,4,3,3,3,2,3,4,2,3,4,4,5,3,5,4,1,2,1,5,5,5,3,3,3,2,4,5,5,4,2,4,4,4,4,1,2,2,2,1,"Yes","No",2.2,3.33,3.55,2.2,"ENGINEER - PROCESS","Left University","Very High","0.920"
"United States",2294,32.5,"Female","No","phd","Student",NA,"please specify","5",0,"Large-City","Single",0,0,3,4,2,2,2,2,3,5,4,3,4,1,4,2,4,4,4,2,3,4,5,2,3,5,3,3,3,2,4,5,4,5,3,4,4,4,4,4,3,2,3,4,2,3,2,"Yes","No",2.2,3.13,3.7,2.8,"*MISSING*","PhD","Very High","0.920"
"United States",2295,19,"Female","No","ltuni","Student",10000,"0","0",0,"Large-City","Single",0,0,3,3,4,3,2,3,3,3,4,2,2,3,3,2,3,2,3,3,3,2,3,1,2,4,3,4,2,4,3,2,3,3,2,2,3,3,2,3,3,3,3,3,4,4,2,"No","No",2.6,2.73,2.7,3.4,"*MISSING*","Left University","Very High","0.920"
"United States",2296,45,"Female","Yes","phd","Part-Time",55000,"0","0",0,"*Missing*","Divorced",NA,0,4,3,3,3,3,1,2,4,3,3,3,3,3,2,3,2,3,2,3,3,3,2,2,3,2,3,3,3,3,1,3,3,1,3,3,2,3,3,3,3,3,2,3,3,3,"Yes","Yes",2.6,2.67,2.6,2.8,"*MISSING*","PhD","Very High","0.920"
"United States",2297,32.5,"Male","No","ma","Student",15000,"0","3",0,"Large-City","Single",0,0,4,3,4,3,3,2,2,2,4,4,3,4,4,4,4,2,3,1,2,5,5,3,2,4,2,2,4,3,4,3,2,4,3,4,4,3,3,4,4,2,2,2,3,2,1,"Yes","Yes",2.8,2.93,3.4,2.2,"*MISSING*","Masters","Very High","0.920"
"United States",2298,23,"Female","No","deg","Full-Time",45000,"Clinical Research Assistant","1",0,"*Missing*","Single",0,0,4,5,3,3,3,2,2,3,4,3,3,4,4,2,3,3,4,4,2,3,4,2,3,4,5,3,4,4,4,2,4,4,4,4,4,4,4,4,4,4,2,3,3,3,2,"Yes","Yes",3,3.07,3.7,3,"CLINICAL RESEARCH ASSISTANT","Degree","Very High","0.920"
"United States",2299,37.5,"Female","No","deg","Full-Time",45000,"Marketing","1",0,"Large-City","Single",0,0,5,4,4,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,5,5,4,2,4,5,5,3,3,4,5,5,5,4,5,3,1,5,3,4,5,4,1,1,1,1,1,"Yes","Yes",3.6,4.8,4,1.6,"MARKETING","Degree","Very High","0.920"
"United States",2300,24,"Male","No","deg","Full-Time",35000,"Non-profit Consultant","0",11,"Large-City","Single",0,0,3,4,4,3,3,1,2,5,2,2,2,4,3,2,5,4,3,1,3,4,5,2,4,5,4,3,5,4,4,3,5,4,3,3,4,5,4,5,3,4,3,4,3,4,4,"Yes","Yes",2.8,2.8,3.95,3.6,"NON-PROFIT CONSULTANT","Degree","Very High","0.920"
"United States",2301,21,"Male","No","ltuni","Student",10000,"student/waiter","14",0,"Large-City","Single",0,0,1,1,2,2,1,1,1,1,1,5,3,2,1,2,2,1,1,2,1,1,2,1,3,4,1,1,3,3,3,1,2,2,1,3,3,5,5,2,3,2,4,4,4,3,5,"Yes","No",1.2,1.67,2.45,3.4,"STUDENT/WAITER","Left University","Very High","0.920"
"United States",2302,32.5,"Female","Yes","ltuni","Student",25000,"0","0",0,"Small City","Separated",0,2,3,2,1,1,1,2,1,5,1,4,2,3,5,3,3,5,2,3,1,1,2,3,5,5,2,2,3,1,4,1,1,4,4,5,4,5,4,4,3,3,5,5,5,4,4,"Yes","Yes",1.8,2.73,3.15,4.4,"*MISSING*","Left University","Very High","0.920"
"United States",2303,23,"Female","No","ma","Student",NA,"please specify","2",0,"Large-City","Single",0,0,2,1,2,3,4,2,2,4,3,1,1,2,1,1,2,2,3,4,3,3,4,1,1,4,4,3,3,1,3,3,5,3,1,3,2,4,4,3,3,1,5,5,5,5,5,"No","No",1.6,2.33,2.9,4.2,"*MISSING*","Masters","Very High","0.920"
"United States",2304,24,"Female","No","ltuni","Student",10000,"Early Childhood Education Student/ Nanny","4",5,"Large Town","Single",0,0,2,2,3,2,2,1,3,3,3,3,2,2,3,2,2,3,2,3,3,2,3,1,2,4,2,2,2,3,3,2,2,2,1,2,3,4,3,2,3,2,4,3,3,3,2,"Yes","No",1.8,2.47,2.4,3,"STUDENT","Left University","Very High","0.920"
"United States",2305,37.5,"Male","No","deg","Full-Time",87500,"Financial Advisor","5",0,"Large-City","Married",0,0,1,2,1,1,1,1,2,1,3,3,2,1,1,1,2,1,2,1,4,4,3,1,1,3,1,1,1,3,1,4,3,3,3,3,3,4,4,3,2,2,3,4,4,3,2,"Yes","No",1,1.73,2.55,3.2,"FINANCIAL ADVISOR","Degree","Very High","0.920"
"United States",2306,45,"Male","No","phd","Full-Time",55000,"Writer & Director of Content Solutions","6",6,"Medium-Sized","Married",0,0,4,5,5,3,3,1,3,3,4,5,4,4,3,5,5,4,3,3,4,5,5,5,4,1,2,4,4,4,4,4,3,5,1,3,3,4,3,5,4,4,1,2,2,2,2,"Yes","Yes",3.4,3.6,3.65,2.2,"WRITER & DIRECTOR OF CONTENT SOLUTIONS","PhD","Very High","0.920"
"United States",2307,20,"Female","No","ltuni","Student",NA,"0","0",0,"Large-City","Single",0,0,4,4,4,3,3,1,1,4,3,2,3,4,3,2,3,1,2,3,2,1,3,2,2,5,3,4,3,4,4,3,4,4,4,4,3,3,3,3,4,3,5,5,5,5,3,"Yes","No",3,2.47,3.3,4.6,"*MISSING*","Left University","Very High","0.920"
"United States",2308,45,"Female","Yes","ltuni","Full-Time",25000,"teacher","0",6,"Small City","Divorced",0,3,2,3,5,3,2,3,4,4,5,3,3,3,4,3,5,4,4,5,5,3,4,3,4,5,5,5,5,2,5,2,4,4,5,5,5,2,1,1,3,5,1,1,1,3,1,"Yes","Yes",3.2,3.8,3.65,2.2,"TEACHER","Left University","Very High","0.920"
"United States",2310,24,"Female","No","ma","Student",15000,"please specify","1",9,"Medium-Sized","Single",0,0,2,3,3,1,1,1,3,1,4,3,4,3,4,2,5,3,3,2,2,3,5,2,2,1,2,3,4,3,5,1,2,4,3,3,5,3,4,5,3,4,5,4,4,5,2,"Yes","Yes",1.8,2.73,3.15,4.4,"*MISSING*","Masters","Very High","0.920"
"United States",2311,25,"Female","No","ma","Student",15000,"please specify","1",0,"Large-City","Married",0,0,3,3,4,2,2,1,1,4,3,1,2,2,2,2,3,4,2,3,2,2,3,3,2,4,3,4,3,4,3,2,3,4,4,3,3,4,3,4,3,3,4,4,4,4,3,"Yes","No",2.4,2.27,3.2,3.8,"*MISSING*","Masters","Very High","0.920"
"United States",2312,37.5,"Female","No","phd","Full-Time",87500,"Research Scientist","17",0,"Large-City","Married",0,0,4,3,2,2,2,1,1,5,1,5,5,5,3,3,4,5,2,5,1,3,4,3,3,1,5,4,5,3,5,1,3,5,4,4,4,4,4,4,4,3,4,4,4,4,2,"Yes","Yes",2.2,3.2,3.65,3.8,"RESEARCH SCIENTIST","PhD","Very High","0.920"
"United States",2313,20,"Female","No","ltuni","Part-Time",10000,"Recreational Staff","3",5,"Small Town","Single",0,0,3,2,3,3,3,3,1,1,1,1,1,1,2,1,1,2,1,3,1,3,2,1,1,3,3,2,2,4,2,1,4,3,4,4,4,3,3,3,3,2,2,4,3,5,4,"Yes","No",2.2,1.53,2.75,3.2,"RECREATIONAL STAFF","Left University","Very High","0.920"
"United States",2314,22,"Female","Yes","ltuni","Student",10000,"please specify","0",0,"Large-City","Single",0,2,2,3,3,2,3,2,3,5,4,3,1,5,4,3,3,5,4,5,2,5,4,2,2,4,4,4,3,3,3,2,3,3,4,5,3,5,5,4,3,2,4,3,4,4,3,"Yes","Yes",2.4,3.47,3.55,3.4,"*MISSING*","Left University","Very High","0.920"
"United States",2315,22,"Female","No","ltuni","Full-Time",10000,"Organic Grocery Store Cashier/shift lead","0",11,"Medium-Sized","Single",0,0,4,4,4,4,4,3,4,5,4,4,5,5,4,2,4,4,4,4,4,4,4,2,1,3,3,4,3,4,3,3,5,4,2,3,4,2,1,4,4,3,3,1,2,2,2,"Yes","Yes",3.2,4,3.15,2.2,"CASHIER","Left University","Very High","0.920"
"United States",2316,22,"Female","Yes","ltuni","Student",NA,"0","0",0,"Large-City","Single",0,2,3,3,1,2,3,3,4,4,3,2,2,2,3,2,2,2,2,4,2,2,2,1,2,2,2,4,2,4,3,2,5,2,3,4,3,3,3,4,2,3,2,2,3,1,1,"Yes","Yes",2.2,2.67,2.75,2.2,"*MISSING*","Left University","Very High","0.920"
"United States",2317,25,"Female","No","dip","Full-Time",25000,"banker","6",9,"Large Town","Single",0,0,1,2,3,2,2,3,2,2,5,2,2,3,2,3,3,4,4,2,4,3,2,2,3,3,2,4,3,4,3,3,4,3,3,4,2,4,3,4,3,3,4,4,4,4,4,"No","No",1.6,2.87,3.1,3.8,"BANKING","Diploma","Very High","0.920"
"United States",2318,25,"Female","No","dip","Full-Time",35000,"banker","7",0,"Large-City","Single",0,0,3,4,4,3,4,2,2,3,2,1,2,3,2,5,4,3,2,3,2,3,4,4,3,4,2,3,4,3,2,3,3,2,3,3,2,4,4,3,3,2,4,3,4,2,2,"No","No",2.8,2.67,3.1,3,"BANKING","Diploma","Very High","0.920"
"United States",2319,22,"Female","No","deg","Part-Time",10000,"IT consultant","0",3,"Medium-Sized","Single",0,0,1,1,1,1,1,1,1,1,2,2,2,3,3,2,3,4,2,2,2,2,2,1,1,2,1,3,1,3,2,1,2,2,1,1,3,4,4,3,3,2,4,4,4,5,4,"Yes","Yes",0.8,2.07,2.1,3.8,"IT CONSULTANT","Degree","Very High","0.920"
"United States",2322,22,"Female","No","ltuni","Student",45000,"Online Media Buyer","2",0,"Large Town","Single",0,0,1,2,1,1,1,1,1,1,3,3,1,1,1,1,2,2,2,1,2,3,2,1,1,3,1,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,3,4,5,4,4,"No","No",1,1.53,1.75,3.6,"BUYER - ONLINE MEDIA","Left University","Very High","0.920"
"United States",2323,45,"Male","Yes","phd","Full-Time",NA,"college professor","7",0,"Small City","Married",NA,1,4,3,4,3,2,3,3,5,5,5,2,5,5,5,5,5,1,5,4,4,4,3,3,3,3,3,3,3,4,4,2,4,5,5,4,5,4,3,3,3,3,3,3,3,3,"Yes","Yes",3,4,3.6,3,"PROFESSOR","PhD","Very High","0.920"
"United States",2324,28,"Female","No","ma","Student",25000,"Research Assistant","0",7,"Large-City","Single",0,0,3,3,2,3,3,3,4,4,4,4,3,4,4,3,4,2,5,3,5,5,5,3,4,5,5,1,5,3,5,4,1,5,3,3,5,3,4,4,4,5,4,3,4,4,5,"Yes","Yes",2.2,3.67,3.85,4,"RESEARCH ASSISTANT","Masters","Very High","0.920"
"United States",2325,67.5,"Female","No","ma","Retired",NA,"Free lance editor and tutor--in theory","1",0,"Large-City","Divorced",0,0,5,5,5,2,2,1,1,3,3,1,1,3,4,1,5,3,3,4,1,3,5,3,2,4,1,5,4,5,5,2,2,5,5,4,5,5,3,5,5,5,4,3,4,4,2,"Yes","No",3.4,2.4,3.9,4,"EDITOR - FREELANCE","Masters","Very High","0.920"
"United States",2326,22,"Female","No","ltuni","Full-Time",15000,"IT Support Engineer","0",5,"Large-City","Single",0,0,4,3,3,2,2,3,3,4,2,3,2,2,4,2,2,3,1,3,1,1,1,3,2,2,3,4,3,3,4,3,2,4,4,3,3,4,3,4,4,3,2,3,2,3,2,"Yes","No",2.4,2.47,3,2.6,"IT SUPPORT ENGINEER","Left University","Very High","0.920"
"United States",2327,20,"Female","No","ltuni","Student",10000,"please specify","17",0,"Large-City","Single",0,0,4,3,4,3,3,1,3,5,3,3,3,4,3,3,3,3,4,3,4,4,4,5,3,4,5,4,4,4,4,5,4,4,1,3,3,5,4,4,4,4,4,4,4,4,3,"Yes","Yes",2.8,3.2,3.9,4,"*MISSING*","Left University","Very High","0.920"
"United States",2328,19,"Female","No","ltuni","Part-Time",10000,"Server","0",4,"Small City","Single",0,0,4,2,2,2,2,2,1,1,1,2,2,5,4,2,3,4,1,3,2,5,4,3,2,5,3,5,4,2,5,2,2,4,5,4,5,4,5,3,3,3,5,5,5,5,5,"Yes","Yes",2,2.33,3.75,4.6,"RESTAURANT - FOOD SERVER","Left University","Very High","0.920"
"United States",2329,23,"Male","No","ltuni","Full-Time",15000,"instructor / coach","6",3,"Medium-Sized","Single",0,0,4,4,4,3,2,2,1,1,2,3,2,3,2,3,3,3,2,1,2,3,3,1,2,2,2,1,3,2,3,2,3,3,2,4,3,3,2,2,3,3,3,3,3,2,1,"No","Yes",3,2.13,2.45,2.8,"INSTRUCTOR - COACH","Left University","Very High","0.920"
"United States",2330,23,"Male","No","deg","Student",35000,"0","1",6,"Large-City","Single",0,0,3,4,5,3,3,2,2,5,3,2,3,4,3,2,3,4,3,3,3,3,4,2,4,4,3,3,4,4,4,4,4,4,2,3,5,4,3,4,4,5,4,4,3,4,4,"Yes","No",3,3,3.6,4,"*MISSING*","Degree","Very High","0.920"
"United States",2331,55,"Female","Yes","ma","Full-Time",45000,"land use planner","28",0,"Large-City","Married",0,2,4,4,4,3,2,1,2,5,5,3,4,4,4,3,4,4,3,2,3,3,4,1,4,5,4,3,4,4,4,3,4,4,1,2,3,5,3,4,4,4,2,3,3,3,2,"Yes","Yes",3.4,3.27,3.45,3,"PLANNER - LAND USE","Masters","Very High","0.920"
"United States",2333,55,"Female","No","ma","Full-Time",67500,"0","23",0,"Large Town","Single",0,0,3,3,3,2,2,1,3,3,5,2,1,4,3,2,3,2,4,2,4,3,5,1,2,5,1,2,3,4,5,4,5,4,1,2,3,4,4,5,5,5,4,4,4,3,3,"Yes","Yes",2.2,2.73,3.4,4,"*MISSING*","Masters","Very High","0.920"
"United States",2334,21,"Female","No","ltuni","Student",10000,"0","0",0,"Large-City","Divorced",0,0,3,3,1,1,1,1,1,4,2,2,1,3,3,2,4,2,2,2,1,1,3,1,2,3,3,2,3,2,4,2,4,3,1,2,4,5,2,4,4,3,3,4,4,3,3,"Yes","Yes",1.6,2.07,2.75,3.4,"*MISSING*","Left University","Very High","0.920"
"United States",2335,21,"Female","No","ltuni","Student",10000,"Retail","1",6,"Small City","Single",0,0,2,4,3,2,2,1,1,4,1,2,1,5,5,3,1,5,2,5,2,1,4,1,3,1,3,3,4,3,5,1,1,5,1,3,5,2,1,4,5,5,3,3,4,4,5,"Yes","Yes",2.2,2.67,2.8,3.8,"RETAIL","Left University","Very High","0.920"
"United States",2336,21,"Female","No","ltuni","Part-Time",10000,"0","2",0,"Medium-Sized","Single",0,0,2,1,3,1,1,1,1,2,2,1,1,2,3,1,5,4,2,5,1,2,3,3,1,5,5,2,3,3,3,2,2,4,2,5,1,3,3,3,3,2,5,5,5,5,5,"Yes","Yes",1.4,2.13,2.9,4.4,"*MISSING*","Left University","Very High","0.920"
"United States",2337,22,"Male","No","deg","Full-Time",55000,"Contsuruction Management","3",0,"Small Town","Single",0,0,1,1,1,1,1,5,5,5,1,1,1,2,3,3,4,5,5,4,3,3,3,3,3,3,2,4,3,3,3,2,5,1,5,5,5,3,3,3,3,3,4,4,4,4,3,"No","No",0.8,3.2,3.25,3.8,"CONSTRUCTION MANAGEMENT","Degree","Very High","0.920"
"United States",2338,21,"Female","No","ltuni","Part-Time",15000,"Bartender","1",0,"Large-City","Single",0,0,3,2,2,2,2,2,1,3,2,2,2,3,3,1,4,4,2,3,1,2,4,2,2,1,4,3,1,3,3,3,3,3,3,4,3,4,3,2,4,3,3,4,4,5,4,"Yes","Yes",1.8,2.33,2.85,3.8,"BARTENDER","Left University","Very High","0.920"
"United States",2339,28,"Female","No","dip","Part-Time",NA,"full time student and part time bartende","6",0,"Large-City","Single",0,0,2,3,1,1,1,1,1,3,4,1,2,2,1,1,2,2,2,2,1,1,2,1,2,5,3,1,1,2,2,1,4,3,1,2,2,3,2,3,2,3,5,5,5,5,5,"Yes","No",1.4,1.73,2.15,4.6,"STUDENT","Diploma","Very High","0.920"
"United States",2340,25,"Female","No","ma","Student",15000,"please specify","2",0,"Small City","Single",0,0,4,4,4,3,3,2,1,2,3,3,3,3,3,2,4,4,2,3,2,1,4,3,2,5,3,2,3,4,5,1,3,4,2,3,3,3,4,3,4,4,3,3,3,3,4,"Yes","Yes",3,2.67,3.1,3.2,"*MISSING*","Masters","Very High","0.920"
"United States",2341,23,"Female","No","ma","Student",10000,"0","0",6,"Medium-Sized","Single",0,0,2,3,4,3,3,2,1,2,3,4,1,5,3,5,4,1,2,2,2,4,3,2,3,2,4,3,4,4,3,1,2,3,2,2,5,3,3,2,4,3,4,5,5,1,4,"Yes","Yes",2.4,2.67,2.95,3.6,"*MISSING*","Masters","Very High","0.920"
"United States",2342,22,"Female","No","ltuni","Part-Time",10000,"Sales/ daycare worker","1",0,"Large-City","Single",0,0,4,4,4,3,3,3,4,5,4,3,5,1,2,5,4,5,5,5,2,4,4,1,4,2,5,5,4,4,5,1,3,4,3,5,3,4,4,4,5,4,4,4,4,4,4,"Yes","No",3,3.73,3.7,4,"SALES/ DAYCARE WORKER","Left University","Very High","0.920"
"United States",2343,55,"Female","Yes","dip","Student",45000,"education","2",0,"Medium-Sized","Married",3,2,5,5,4,2,2,2,2,5,5,2,3,4,1,1,5,3,4,5,5,3,5,3,1,3,4,4,3,2,4,3,5,3,5,5,3,4,4,4,5,5,4,4,4,4,4,"Yes","Yes",3.6,3.27,3.65,4.2,"TEACHER","Diploma","Very High","0.920"
"United States",2344,45,"Female","Yes","deg","Unemployed",10000,"0","5",0,"Medium-Sized","Married",NA,0,4,5,4,4,4,3,3,2,5,2,1,2,3,2,4,2,5,2,3,4,3,4,2,4,3,1,3,3,4,4,4,5,2,2,4,2,3,5,5,5,3,2,3,2,3,"Yes","Yes",3.4,2.87,3.35,3,"*MISSING*","Degree","Very High","0.920"
"United States",2345,21,"Male","No","ltuni","Full-Time",15000,"CAD Technician","2",2,"Large Town","Single",0,0,3,3,4,2,2,1,1,1,3,2,1,2,2,5,4,4,4,4,1,1,3,1,3,3,4,2,1,1,4,1,2,4,2,2,2,3,3,3,3,4,4,3,2,2,5,"Yes","No",2.4,2.47,2.4,3,"CAD TECHNICIAN","Left University","Very High","0.920"
"United States",2346,25,"Female","No","deg","Full-Time",25000,"Internship","1",7,"Small City","Single",0,0,4,3,2,1,1,1,2,5,2,2,2,1,4,1,2,2,3,2,1,1,2,1,1,3,1,1,1,2,2,2,2,3,1,3,4,3,2,2,2,3,4,5,5,4,4,"Yes","No",2,2.07,1.95,4.2,"*AMBIGUOUS*","Degree","Very High","0.920"
"United States",2347,20,"Female","No","ltuni","Student",NA,"0","0",0,"Large-City","Single",0,0,4,4,4,3,4,3,3,2,3,3,3,4,3,3,3,4,4,4,4,4,4,2,4,5,4,4,4,5,3,4,5,4,4,4,4,2,2,4,4,4,3,2,3,3,2,"Yes","Yes",3,3.33,3.8,3,"*MISSING*","Left University","Very High","0.920"
"United States",2348,32.5,"Female","Yes","dip","Full-Time",15000,"Paraprofessional","1",6,"Medium-Sized","Divorced",0,3,4,4,4,3,3,3,1,3,2,3,4,2,3,3,3,3,1,4,1,3,4,1,2,2,4,3,3,4,4,2,2,3,3,3,3,3,3,3,4,2,1,1,1,3,1,"Yes","No",3.6,2.6,2.95,1.6,"*AMBIGUOUS*","Diploma","Very High","0.920"
"United States",2349,67.5,"Male","Yes","deg","Part-Time",45000,"Vetrans Representative","1",9,"Small City","Married",NA,3,1,1,1,1,1,1,1,5,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,5,1,2,1,1,3,5,1,2,1,2,4,4,4,4,3,"No","No",1.4,1.4,1.7,3.6,"VETERANS REPRESENTATIVE","Degree","Very High","0.920"
"United States",2350,37.5,"Female","No","phd","Full-Time",150000,"Researcher - Physician","9",0,"Large-City","Single",0,0,5,4,4,3,3,2,3,3,3,3,4,4,5,4,4,4,5,2,4,3,4,3,2,5,2,2,4,4,4,4,5,4,2,2,5,5,4,4,5,5,3,5,4,3,3,"Yes","Yes",3.2,3.53,3.65,4,"RESEARCHER - PHYSICIAN","PhD","Very High","0.920"
"United States",2351,55,"Female","Yes","deg","Full-Time",35000,"0","30",4,"Medium-Sized","Divorced",0,1,3,2,2,2,2,4,1,3,2,3,2,3,2,2,3,3,2,3,2,5,3,2,2,2,3,4,3,2,3,1,5,3,3,4,3,2,3,3,3,4,5,4,5,5,5,"Yes","Yes",2,2.47,2.95,4.6,"*MISSING*","Degree","Very High","0.920"
"United States",2352,45,"Male","No","deg","Full-Time",25000,"Paraprofessional","12",8,"Medium-Sized","Single",0,0,4,4,4,4,4,4,3,5,4,5,1,5,5,4,4,4,4,1,5,4,4,4,4,5,4,4,4,3,4,4,4,4,4,5,4,4,3,4,2,4,2,3,4,2,2,"Yes","Yes",3.2,3.87,3.9,3,"*AMBIGUOUS*","Degree","Very High","0.920"
"United States",2353,23,"Female","No","ltuni","Student",10000,"Server","2",0,"Small City","Single",0,0,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,3,5,2,5,5,5,2,1,3,1,3,5,4,5,2,3,5,2,3,4,1,3,2,5,4,3,4,4,4,3,"Yes","Yes",3.6,4.4,3.2,3.8,"RESTAURANT - FOOD SERVER","Left University","Very High","0.920"
"United States",2354,22,"Female","No","deg","Full-Time",67500,"Environmental Engineer","0",4,"Small City","Single",0,0,2,4,3,3,3,1,1,3,1,1,3,1,1,1,1,3,1,4,1,3,4,2,3,3,4,3,4,3,3,1,3,4,1,2,1,4,2,3,4,4,4,4,2,2,4,"No","No",2.4,1.73,2.85,3.2,"ENVIRONMENTAL ENGINEER","Degree","Very High","0.920"
"United States",2355,20,"Female","No","ltuni","Student",NA,"0","0",0,"Large-City","Single",0,0,4,3,4,3,3,1,3,5,5,3,3,5,4,3,5,3,5,5,4,5,5,3,3,5,4,4,4,3,5,4,3,5,3,4,5,5,3,5,5,4,3,3,3,3,4,"Yes","Yes",2.8,3.8,4.15,3.2,"*MISSING*","Left University","Very High","0.920"
"United States",2356,23,"Female","No","ltuni","Student",NA,"Internship","0",4,"Large-City","Married",0,0,3,4,4,3,3,5,1,1,2,3,5,3,3,3,5,2,3,4,2,3,3,5,3,4,5,5,3,4,4,1,2,4,4,4,4,4,4,4,5,4,3,3,3,3,2,"Yes","Yes",2.8,3,3.75,3.2,"*AMBIGUOUS*","Left University","Very High","0.920"
"United States",2357,45,"Female","Yes","deg","Part-Time",10000,"Writer / web designer/ web-master","14",0,"Large-City","Married",0,3,4,4,3,3,3,2,3,5,5,4,4,5,3,4,5,4,5,3,4,5,4,5,4,2,4,4,4,4,4,4,5,5,3,4,5,5,4,5,5,5,2,2,1,3,1,"Yes","Yes",3.4,3.93,4.25,2.6,"WRITER / WEB DESIGNER/ WEB-MASTER","Degree","Very High","0.920"
"United States",2358,23,"Female","No","ltuni","Student",15000,"manager","2",0,"Small Town","Single",0,0,2,3,2,2,2,3,4,4,4,3,2,4,3,3,3,4,4,4,4,3,3,3,3,4,3,3,3,2,4,3,4,3,3,3,3,3,3,4,4,3,3,4,4,4,3,"Yes","Yes",1.8,3.4,3.2,3.6,"MANAGER","Left University","Very High","0.920"
"United States",2359,32.5,"Female","No","deg","Full-Time",45000,"teacher","5",0,"Small City","Single",0,0,2,3,3,2,2,1,4,5,4,3,4,5,3,3,3,3,5,2,5,2,3,1,4,1,2,3,2,3,3,2,2,3,2,4,4,4,3,4,4,4,3,3,3,3,2,"Yes","Yes",2,3.47,2.8,3.2,"TEACHER","Degree","Very High","0.920"
"United States",2360,22,"Female","No","ltuni","Part-Time",10000,"hostess","0",2,"Large-City","Single",0,0,5,4,5,5,5,5,3,5,4,4,1,4,5,4,5,2,3,5,3,5,5,3,4,4,5,4,5,3,5,5,3,4,3,3,4,5,5,1,5,5,1,1,4,3,3,"Yes","Yes",3.8,3.87,4.05,2.8,"RESTAURANT - HOST/HOSTESS","Left University","Very High","0.920"
"United States",2361,24,"Female","No","ltuni","Full-Time",45000,"business manager","3",0,"Small Town","Single",0,0,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,3,1,1,1,1,1,1,2,1,2,1,2,2,4,2,2,4,5,5,5,4,"No","No",1.6,1.2,1.55,4.2,"MANAGER","Left University","Very High","0.920"
"United States",2362,20,"Male","No","ltuni","Student",10000,"Mover","0",6,"Large-City","Single",0,0,5,4,4,4,4,1,4,5,5,1,1,3,5,3,4,5,5,5,4,5,1,4,5,5,4,2,4,4,5,5,5,4,4,4,5,4,4,4,5,4,3,4,4,4,4,"Yes","Yes",3.4,3.67,4.15,3.8,"MOVER","Left University","Very High","0.920"
"United States",2363,25,"Female","No","ma","Full-Time",45000,"Librarian","3",0,"Large-City","Married",0,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,4,5,5,5,5,5,"No","No",1.2,1.07,1.3,4.8,"LIBRARIAN","Masters","Very High","0.920"
"United States",2364,19,"Female","No","ltuni","Student",10000,"Library Assistant","0",7,"Small Town","Single",0,0,2,3,2,1,1,1,2,4,3,2,1,3,4,2,3,3,2,4,2,2,3,2,2,4,3,2,2,2,3,3,3,4,2,2,3,4,2,4,3,2,4,4,3,4,4,"Yes","Yes",1.6,2.47,2.75,3.4,"LIBRARIAN ASSISTANT","Left University","Very High","0.920"
