"RowID","ï..Age","Gender","Kids","Edu","Work.Status","Annual.Income","Current.Occupation","How.long.have.you.held.this.position...Years","How.long.have.you.held.this.position...Months","Community.size","Country.of.residence","Marital.Status","Number.of.sons","Number.of.daughters","X.DP.1..I.waste.a.lot.of.time.on.trivial.matters.before.getting.to.the.final.decisions","X.DP.2..Even.after.I.make.a.decision.I.delay.acting.upon.it","X.DP.3..I.donâ..t.make.decisions.unless.I.really.have.to","X.DP.4..I.delay.making.decisions.until.itâ..s.too.late","X.DP.5..I.put.off.making.decisions.until.itâ..s.too.late","X.AIP.1..I.pay.my.bills.on.time","X.AIP.2.I.am.prompt.and.on.time.for.most.appointments.","X.AIP.3.I.lay.out.my.clothes.the.night.before.I.have.an.important.appointment..so.I.wonâ..t.be.late","X.AIP.4..I.find.myself.running.later.than.I.would.like.to.be","X.AIP.5..I.donâ..t.get.things.done.on.time","X.AIP.6..If.someone.were.teaching.a.course.on.how.to.get.things.done.on.time..I.would.attend","X.AIP.7..My.friends.and.family.think.I.wait.until.the.last.minute.","X.AIP.8..I.get.important.things.done.with.time.to.spare","X.AIP.9..I.am.not.very.good.at.meeting.deadlines","X.AIP.10..I.find.myself.running.out.of.time.","X.AIP.11..I.schedule.doctorâ..s.appointments.when.I.am.supposed.to.without.delay","X.AIP.12..I.am.more.punctual.than.most.people.I.know","X.AIP.13..I.do.routine.maintenance..e.g...changing.the.car.oil..on.things.I.own.as.often.as.I.should","X.AIP.14.When.I.have.to.be.somewhere.at.a.certain.time.my.friends.expect.me.to.run.a.bit.late","X.AIP.15.Putting.things.off.till.the.last.minute.has.cost.me.money.in.the.past","X.GP.1.I.often.find.myself.performing.tasks.that.I.had.intended.to.do.days.before","X.GP2..I.often.miss.concerts..sporting.events..or.the.like.because.I.donâ..t.get.around.to.buying.tickets.on.time","X.GP.3..When.planning.a.party..I.make.the.necessary.arrangements.well.in.advance","X.GP.4..When.it.is.time.to.get.up.in.the.morning..I.most.often.get.right.out.of.bed","X.GP.5..A.letter.may.sit.for.days.after.I.write.it.before.mailing.it.possible","X.GP.6..I.generally.return.phone.calls.promptly","X.GP.7..Even.jobs.that.require.little.else.except.sitting.down.and.doing.them..I.find.that.they.seldom.get.done.for.days","X.GP.8..I.usually.make.decisions.as.soon.as.possible","X.GP.9..I.generally.delay.before.starting.on.work.I.have.to.do","X.GP.10..When.traveling..I.usually.have.to.rush.in.preparing.to.arrive.at.the.airport.or.station.at.the.appropriate.time","X.GP.11..When.preparing.to.go.out..I.am.seldom.caught.having.to.do.something.at.the.last.minute","X.GP.12..In.preparation.for.some.deadlines..I.often.waste.time.by.doing.other.things","X.GP.13..If.a.bill.for.a.small.amount.comes..I.pay.it.right.away","X.GP.14..I.usually.return.a.â.œRSVPâ...request.very.shortly.after.receiving.it","X.GP.15..I.often.have.a.task.finished.sooner.than.necessary","X.GP.16..I.always.seem.to.end.up.shopping.for.birthday.gifts.at.the.last.minute","X.GP.17..I.usually.buy.even.an.essential.item.at.the.last.minute","X.GP.18..I.usually.accomplish.all.the.things.I.plan.to.do.in.a.day","X.GP.19..I.am.continually.saying.â.œIâ..ll.do.it.tomorrowâ..","X.GP.20..I.usually.take.care.of.all.the.tasks.I.have.to.do.before.I.settle.down.and.relax.for.the.evening","X.SWLS.1..In.most.ways.my.life.is.close.to.my.ideal","X.SWLS.2.The.conditions.of.my.life.are.excellent","X.SWLS.3..I.am.satisfied.with.my.life.","X.SWLS.4..So.far.I.have.gotten.the.important.things.I.want.in.life","X.SWLS.5..If.I.could.live.my.life.over..I.would.change.almost.nothing","Do.you.consider.yourself.a.procrastinator.","Do.others.consider.you.a.procrastinator."
1871,16.5,"Female","No Kids","lthigh","student",NA,"0",0,0,"","United States","Single","0",0,3,3,3,3,3,3,3,5,3,3,2,4,4,3,4,4,4,4,2,3,3,3,4,5,3,4,4,4,3,3,3,4,3,4,2,3,4,4,4,5,2,3,3,2,3,"yes","yes"
1872,37.5,"Male","No Kids","ltuni","student",10000,"please specify",2,0,"Large-City","United States","Single","0",0,4,5,5,3,3,4,1,5,2,5,1,3,5,5,4,5,2,5,1,5,4,1,3,1,5,4,5,3,5,1,3,5,5,4,5,4,5,5,5,5,2,3,3,2,1,"yes","yes"
1873,22,"Male","No Kids","deg","unemployed",10000,"0",0,0,"Large-City","United States","Single","0",0,3,3,5,3,2,2,2,4,3,2,4,4,5,3,5,3,2,5,2,3,5,3,4,5,5,2,5,3,5,3,4,4,4,2,4,5,5,5,5,5,2,3,2,2,4,"yes","yes"
1874,32.5,"Male","Yes Kids","phd","full-time",67500,"assistant professor",1,4,"Small City","United States","Married","0",2,3,3,2,1,1,1,2,2,3,2,2,3,3,2,3,3,4,3,3,1,3,2,4,3,2,1,2,2,3,3,2,3,2,4,3,5,2,4,2,4,3,3,4,5,2,"yes","no"
1875,22,"Female","No Kids","ltuni","part-time",10000,"Master Control Operator",0,8,"Large Town","United States","Single","0",0,4,4,3,4,4,3,2,3,2,3,3,4,4,3,3,3,3,4,3,5,3,2,3,3,4,2,2,4,3,2,2,3,3,4,3,4,3,3,2,2,3,3,4,3,3,"yes","yes"
1876,28,"Male","No Kids","deg","full-time",45000,"Test Item Writer (Self-employed)",3,1,"Large-City","United States","Single","0",0,2,2,2,2,2,1,3,3,3,2,1,3,2,2,2,2,4,3,3,3,2,2,2,2,2,1,2,2,3,3,3,3,2,1,2,2,2,3,3,1,5,5,5,5,5,"no","no"
1877,37.5,"Female","No Kids","deg","full-time",67500,"0",6,0,"Large-City","United States","Married","0",0,2,3,2,2,2,2,1,1,1,2,3,3,3,3,3,3,2,4,1,3,3,2,2,2,3,3,3,3,4,2,5,3,3,2,3,5,3,3,3,4,3,4,3,3,2,"yes","yes"
1878,55,"Male","No Kids","ltuni","full-time",45000,"Customer Service",3,0,"Medium-Sized","United States","Married","0",0,2,2,4,2,2,3,1,5,4,2,1,2,3,2,2,5,2,3,1,1,3,1,2,1,1,4,1,2,2,1,4,2,2,3,3,2,2,2,1,3,3,2,3,3,5,"no","no"
1879,67.5,"Male","Yes Kids","phd","full-time",150000,"0",30,0,"Large Town","United States","Married","0",2,2,2,3,1,1,2,1,1,2,3,1,4,2,2,4,2,1,1,1,3,4,1,1,2,2,4,4,3,4,1,1,3,5,1,4,2,1,4,4,2,5,5,5,5,5,"yes","yes"
1880,28,"Female","No Kids","deg","full-time",25000,"Receptionist",0,5,"Large-City","United States","Single","0",0,2,3,2,2,2,2,1,1,2,2,3,3,3,2,3,4,1,4,1,5,3,1,3,4,1,3,3,3,3,1,3,3,3,3,4,3,3,4,3,4,2,2,2,2,1,"yes","yes"
1881,28,"Male","No Kids","ma","student",15000,"please specify",6,0,"Medium-Sized","United States","Single","0",0,4,4,3,2,2,1,3,1,4,3,4,3,4,3,4,4,4,2,3,3,4,3,3,4,2,3,4,3,4,4,3,4,2,3,4,4,4,3,4,2,2,2,2,2,1,"yes","no"
1882,37.5,"Female","Yes Kids","deg","unemployed",10000,"Editor",0,0,"Small City","United States","Married","0",1,4,4,3,3,3,5,4,4,4,4,5,5,5,4,5,3,5,4,4,5,5,2,2,5,4,4,5,4,4,4,4,4,3,3,4,4,3,3,5,2,1,1,1,1,1,"yes","yes"
1883,55,"Female","No Kids","deg","unemployed",10000,"Graphic Designer",3,0,"Medium-Sized","United States","Married","0",0,3,4,2,2,2,1,1,1,4,4,3,2,3,3,3,1,2,2,2,2,3,1,1,4,2,1,3,1,3,1,1,3,1,1,4,2,1,4,4,4,2,3,4,3,1,"yes","yes"
1884,45,"Female","Yes Kids","ltuni","full-time",35000,"Secretary",8,0,"Large Town","United States","Married","Female",2,2,1,1,1,1,2,1,5,1,1,1,1,1,2,2,1,3,2,1,1,2,1,1,2,1,2,1,2,2,1,2,2,1,1,1,1,1,2,1,2,4,4,4,4,4,"no","no"
1885,45,"Female","Yes Kids","ltuni","full-time",35000,"Sales Rep",2,0,"Large Town","United States","Divorced","0",1,3,3,2,1,1,1,2,4,3,2,1,3,2,1,3,4,2,2,2,3,3,2,2,2,3,2,2,4,3,3,3,3,2,2,2,3,3,2,3,2,3,2,1,2,3,"yes","no"
1886,37.5,"Male","No Kids","phd","full-time",250000,"Doctor; Physician",10,0,"Large-City","United States","Married","0",0,3,4,4,3,4,4,4,3,5,5,4,5,4,4,5,4,4,5,4,4,4,4,5,5,5,4,4,3,4,4,4,4,3,4,4,5,5,4,5,4,3,4,5,4,3,"yes","yes"
1887,21,"Male","No Kids","ltuni","part-time",10000,"Hotel Desk Clerk",0,6,"Medium-Sized","United States","Single","0",0,4,4,2,2,2,1,3,4,4,4,4,4,3,4,5,4,4,3,2,4,4,2,3,4,4,3,4,4,4,3,3,4,2,4,4,4,3,4,4,4,3,4,4,3,3,"yes","yes"
1888,19,"Female","No Kids","ltuni","student",NA,"0",0,0,"Large-City","United States","Single","0",0,4,2,4,1,1,1,1,4,5,1,1,3,4,1,4,2,3,4,4,3,3,3,3,4,1,2,3,4,5,3,5,3,1,3,3,5,3,3,3,3,5,5,4,5,4,"yes","no"
1889,21,"Female","No Kids","ltuni","full-time",87500,"Finance",7,4,"Medium-Sized","United States","Single","0",0,1,4,2,3,3,1,1,5,1,3,5,5,5,3,5,4,1,1,3,3,3,1,5,3,5,3,3,5,5,1,1,5,1,5,5,5,5,5,5,5,1,1,1,1,1,"yes","no"
1890,22,"Female","No Kids","deg","part-time",10000,"Actress",10,0,"Large-City","United States","Single","0",0,5,5,5,4,4,1,1,5,5,3,2,3,3,3,5,5,3,5,3,5,5,5,4,1,5,1,5,5,3,4,5,4,3,2,3,5,5,4,3,5,3,3,3,3,1,"no","no"
1891,45,"Male","No Kids","deg","unemployed",NA,"0",0,0,"Large-City","United States","Single","0",0,2,2,3,2,2,2,2,2,4,3,2,2,2,2,2,2,2,2,3,4,3,3,3,4,2,2,2,3,4,2,2,2,2,2,2,2,2,2,2,2,4,5,4,4,5,"yes","no"
1892,45,"Female","Yes Kids","ltuni","full-time",35000,"Accounts Payable",0,4,"Medium-Sized","United States","Separated","3",1,4,3,2,2,2,2,1,5,2,3,1,5,2,2,3,4,2,5,1,4,2,4,5,1,5,4,3,4,2,1,2,3,4,4,2,5,3,4,5,4,1,1,1,4,5,"yes","no"
1893,21,"Female","No Kids","ltuni","student",15000,"medical transcriptionist",3,1,"Large-City","United States","Single","0",0,3,3,3,1,1,1,1,2,3,2,2,2,4,1,2,2,3,3,2,1,2,1,2,3,2,2,2,3,3,2,2,3,2,3,3,4,3,4,3,4,2,4,3,4,4,"yes","no"
1894,32.5,"Male","No Kids","deg","full-time",87500,"Self-Employed / personal trainer / stren",5,3,"Large-City","United States","Married","0",0,4,4,3,2,3,1,1,4,3,2,2,3,4,1,4,3,2,3,2,2,4,2,2,3,1,2,4,3,4,3,3,3,1,3,4,4,4,3,4,3,3,3,3,3,3,"yes","yes"
1895,55,"Female","Yes Kids","deg","full-time",87500,"0",999,0,"Large-City","United States","Divorced","Male",0,3,3,2,3,3,3,4,3,4,5,4,3,4,4,4,2,4,2,3,4,4,2,3,3,2,3,4,3,5,4,3,4,3,3,4,3,3,4,3,4,5,4,4,3,3,"yes","yes"
1896,55,"Female","No Kids","phd","full-time",NA,"0",13,11,"Large-City","United States","Single","0",0,3,3,3,3,3,2,4,3,5,3,3,3,4,3,3,3,4,4,4,3,3,2,2,3,2,4,3,3,3,3,3,3,2,3,4,3,3,3,3,3,2,3,2,2,2,"yes","yes"
1897,37.5,"Male","No Kids","phd","full-time",150000,"ceo",1,2,"Large-City","United States","Married","0",0,3,4,2,2,3,3,1,1,1,1,2,1,4,4,4,5,1,2,1,5,5,3,3,2,4,2,4,4,4,1,5,4,5,4,4,4,4,5,5,5,5,5,5,5,4,"yes","yes"
1898,55,"Male","Yes Kids","ma","full-time",35000,"teacher",1,7,"Large-City","United States","Married","Female",0,4,4,4,5,5,4,2,3,4,5,5,5,5,5,5,5,3,3,3,5,5,5,5,4,4,4,4,4,4,5,4,4,4,4,4,5,5,4,5,5,1,1,2,1,2,"yes","yes"
1899,16.5,"Female","No Kids","lthigh","student",10000,"please specify",9,0,"Small City","United States","Single","0",0,5,5,5,3,3,2,2,1,5,1,5,5,5,1,5,3,4,2,1,2,5,2,3,4,3,4,4,5,5,2,5,5,1,3,5,5,4,5,5,5,1,1,1,1,1,"yes","no"
1900,37.5,"Male","Yes Kids","ma","full-time",150000,"Director / information technology",12,0,"Large-City","United States","Married","Female",0,3,4,3,4,4,2,4,5,4,4,5,5,5,4,4,5,4,3,3,5,4,3,3,2,4,4,4,4,4,4,2,5,4,5,4,4,4,4,3,4,4,4,3,3,3,"yes","yes"
1901,37.5,"Male","No Kids","ltuni","full-time",25000,"engineer",6,0,"Medium-Sized","United States","Single","0",0,4,4,4,4,4,5,4,5,4,4,1,5,5,4,4,4,4,5,4,4,4,3,5,5,1,5,4,5,4,4,5,4,4,5,5,5,4,4,4,5,2,2,2,2,2,"yes","yes"
1902,55,"Female","Yes Kids","ma","retired",87500,"retired",3,0,"Medium-Sized","United States","Married","0",2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,3,1,4,4,2,4,4,4,5,3,"no","no"
1903,32.5,"Male","No Kids","phd","full-time",67500,"0",4,0,"Medium-Sized","United States","Married","0",0,3,3,4,2,3,1,1,5,3,2,1,1,2,4,3,3,1,3,1,1,3,1,1,2,2,3,3,3,3,1,1,3,2,4,2,4,2,3,3,3,3,4,4,4,3,"yes","no"
1904,21,"Male","No Kids","ltuni","student",10000,"Writing Consultant",0,4,"Small Town","United States","Single","0",0,2,2,2,2,2,2,1,5,3,1,1,2,3,3,3,4,2,4,1,1,3,1,2,2,2,2,2,2,4,2,2,5,3,3,4,3,2,3,4,2,3,4,4,4,4,"yes","yes"
1905,20,"Female","No Kids","dip","student",25000,"Retail",1,0,"Large Town","United States","Single","0",0,5,5,5,5,5,2,2,5,5,5,2,5,5,5,5,3,3,2,3,5,5,5,4,5,5,5,5,4,5,5,5,5,3,5,5,4,3,4,5,5,4,3,4,1,1,"yes","yes"
1906,23,"Female","No Kids","deg","student",25000,"please specify",1,0,"Large-City","United States","Single","0",0,5,5,5,5,5,3,4,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,4,5,3,5,5,5,5,1,5,5,5,5,5,5,5,1,5,3,3,3,3,3,"yes","yes"
1907,55,"Male","Yes Kids","deg","full-time",250000,"rocket scientist",23,0,"Large-City","United States","Married","0",3,1,1,1,1,1,5,5,5,1,1,1,1,5,1,1,5,5,5,1,1,1,1,5,5,1,5,1,5,1,1,5,1,5,5,5,1,1,5,1,5,1,1,1,1,1,"no","yes"
1908,16.5,"Male","No Kids","lthigh","student",10000,"please specify",999,0,"Small City","United States","Single","0",0,5,4,2,2,2,3,4,5,4,4,5,5,2,4,4,2,2,3,5,4,4,4,1,1,1,1,4,1,5,5,5,4,4,2,4,5,4,5,5,5,1,3,2,2,2,"yes","yes"
1909,45,"Female","Yes Kids","high","full-time",35000,"manufacturing",12,0,"Medium-Sized","United States","Married","Male",2,4,2,4,3,4,4,1,4,4,2,2,2,4,2,3,4,1,3,2,2,4,2,4,2,4,4,4,4,4,2,3,4,4,4,4,4,4,2,2,3,2,1,3,2,2,"yes","yes"
1910,21,"Male","No Kids","ltuni","part-time",10000,"Sales Rep",1,8,"Large Town","United States","Single","0",0,5,2,3,1,1,2,1,5,2,1,5,5,2,1,4,1,3,2,1,1,4,1,3,5,4,2,4,3,4,1,2,4,2,4,5,3,3,4,5,4,5,5,5,5,5,"yes","yes"
1911,37.5,"Male","No Kids","ltuni","full-time",87500,"0",1,4,"Medium-Sized","United States","Single","0",0,4,4,5,3,3,2,1,4,2,4,1,4,4,4,4,3,2,4,2,4,5,3,4,5,2,3,5,4,5,1,3,4,4,3,4,3,3,4,5,5,3,4,1,3,2,"yes","yes"
1912,28,"Female","Yes Kids","lthigh","unemployed",NA,"0",0,0,"Medium-Sized","United States","Single","Male",0,3,4,3,3,3,3,4,4,2,5,5,5,5,5,5,5,5,5,4,4,1,3,4,5,5,5,5,5,5,3,3,4,4,4,5,4,4,5,5,5,1,1,1,1,1,"yes","yes"
1913,28,"Male","Yes Kids","ltuni","full-time",25000,"Software Developer",1,5,"Small Town","United States","Married","Female",0,4,4,4,5,5,4,4,5,5,5,3,5,4,5,5,5,4,4,5,4,5,2,4,5,4,4,4,5,4,5,4,4,4,4,2,5,5,5,4,4,3,4,2,5,3,"yes","yes"
1914,45,"Female","No Kids","deg","part-time",25000,"Paralegal",17,0,"Large-City","United States","Single","0",0,5,3,3,3,3,4,1,4,3,2,3,3,4,2,3,5,2,4,1,4,3,3,3,5,1,3,3,3,4,3,2,4,5,3,3,4,3,4,3,4,2,2,2,2,1,"yes","yes"
1915,55,"Male","Yes Kids","phd","full-time",150000,"engineer",8,0,"Small City","United States","Married","0",2,4,4,4,4,4,2,2,2,4,4,4,4,4,4,4,5,3,5,3,4,3,3,3,5,4,3,3,5,5,1,2,5,5,5,5,2,3,5,5,5,2,3,3,3,3,"yes","yes"
1916,19,"Male","No Kids","ltuni","part-time",10000,"Capstone Golf Course",0,3,"Small City","United States","Single","0",0,3,4,4,2,2,1,2,5,3,2,2,5,4,2,4,4,3,3,3,1,4,2,5,5,3,3,4,5,5,4,5,4,3,5,5,4,2,3,4,4,2,3,3,1,3,"yes","yes"
1917,21,"Female","No Kids","dip","student",10000,"please specify",0,0,"Small Town","United States","Single","0",0,4,3,2,2,3,1,1,2,1,2,2,1,3,2,3,3,1,2,1,1,3,2,2,2,3,2,3,2,4,2,2,3,1,2,3,2,2,3,3,4,3,3,4,3,3,"yes","no"
1918,23,"Female","No Kids","deg","full-time",35000,"Legal Assistant",0,6,"Large-City","United States","Single","0",0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,5,1,2,1,1,1,1,1,4,2,3,1,5,1,1,3,1,1,4,1,1,1,3,1,1,2,4,3,5,4,"no","no"
1919,20,"Male","No Kids","ltuni","student",10000,"laborer (construction)",6,0,"Medium-Sized","United States","Single","0",0,3,3,3,2,2,1,1,5,3,2,2,4,3,2,4,4,3,2,2,3,3,2,3,5,3,3,3,4,4,5,5,4,1,2,4,4,3,3,4,4,4,4,4,4,3,"yes","yes"
1920,21,"Female","No Kids","ltuni","student",10000,"please specify",999,0,"Medium-Sized","United States","Single","0",0,2,3,2,2,2,1,2,5,5,2,2,2,2,2,3,1,3,1,2,1,1,1,1,1,1,1,1,1,3,2,4,2,1,1,3,1,3,2,3,2,4,4,4,4,4,"yes","no"
1921,45,"Female","Yes Kids","deg","full-time",87500,"Computer Programmer",17,0,"Large-City","United States","Married","0",1,2,3,3,2,2,1,1,3,2,1,1,1,1,1,2,2,1,2,1,1,2,1,5,1,2,1,2,2,3,1,4,3,1,1,1,5,1,3,3,1,4,5,5,5,5,"no","no"
1922,32.5,"Female","No Kids","deg","part-time",25000,"temporary office",0,1,"Medium-Sized","United States","Single","0",0,4,4,4,4,4,2,2,5,4,3,1,4,5,3,4,5,4,4,4,4,4,2,2,5,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,2,2,"yes","yes"
1923,32.5,"Female","No Kids","ma","",NA,"please specify",0,0,"Large-City","United States","Married","0",0,4,5,4,3,3,1,2,4,3,3,2,3,3,2,3,3,4,3,3,4,4,2,2,3,5,5,4,4,4,3,4,4,2,4,3,3,4,4,5,3,5,5,4,4,3,"yes","yes"
1924,37.5,"Female","No Kids","phd","part-time",NA,"Student and Private Curator",3,8,"Large-City","United States","Married","0",0,3,3,2,1,2,2,2,1,4,3,1,3,4,1,3,3,3,2,3,3,3,2,1,4,3,2,3,4,3,3,4,2,3,3,4,2,3,3,3,3,2,2,2,2,2,"yes","yes"
1925,32.5,"Female","Yes Kids","deg","full-time",10000,"houswife",2,0,"Large Town","United States","Married","0",1,4,5,5,5,5,1,1,1,1,3,2,1,2,2,3,2,2,2,2,3,4,1,2,4,4,4,4,4,5,2,3,3,1,3,4,4,4,4,4,4,4,4,4,5,3,"yes","yes"
1926,28,"Female","No Kids","phd","student",25000,"Graduate Assistant",3,9,"Small City","United States","Single","0",0,5,3,5,5,5,1,2,5,4,3,2,5,3,2,4,2,4,2,4,4,5,2,2,4,4,3,4,5,1,3,2,5,2,3,4,3,3,4,4,4,3,3,4,4,4,"yes","yes"
1927,45,"Male","Yes Kids","ma","full-time",67500,"Programmer Analyst",23,0,"Medium-Sized","United States","Married","Male",1,2,3,2,2,2,1,1,3,3,2,2,2,3,2,2,3,2,2,1,3,3,1,2,3,1,2,2,3,3,2,2,2,1,3,3,1,1,4,3,4,2,2,2,2,2,"no","no"
1928,55,"Female","No Kids","deg","full-time",45000,"Town Clerk",23,0,"Rural/Country","United States","Single","0",0,3,3,2,1,1,1,1,2,4,4,1,1,3,1,4,2,3,4,2,2,3,1,2,4,3,2,2,2,3,2,2,3,2,4,3,4,3,3,3,4,3,3,3,3,3,"no","no"
1929,45,"Male","Yes Kids","phd","full-time",150000,"Attorney",23,0,"Small City","United States","Married","3",0,2,3,3,2,2,1,2,1,3,3,2,2,3,3,3,2,2,2,3,3,3,1,2,1,1,2,2,2,3,1,1,3,2,3,3,4,3,4,3,3,3,4,4,4,3,"yes","no"
1930,32.5,"Male","No Kids","ma","full-time",150000,"Consulting Manager",2,0,"Large-City","United States","Single","0",0,3,3,2,3,3,2,3,5,3,3,2,5,4,4,4,3,5,3,4,3,4,3,5,3,3,3,3,3,4,5,4,5,3,3,4,4,3,5,4,4,3,4,3,3,1,"yes","yes"
1931,45,"Female","No Kids","deg","full-time",45000,"Investigative Specialist",5,5,"Large-City","United States","Single","0",0,5,2,5,3,3,4,3,5,5,2,3,3,2,4,4,3,5,1,5,5,5,1,3,2,3,1,1,3,4,2,5,3,2,3,3,4,5,4,3,4,4,4,5,5,3,"yes","yes"
1932,45,"Female","Yes Kids","ma","full-time",67500,"writer / lecturer / consultant",3,0,"Large-City","United States","Divorced","Male",1,2,2,1,1,1,4,3,2,4,3,1,3,3,3,3,1,4,1,3,2,3,1,1,3,1,1,2,2,3,3,2,3,3,2,3,4,2,2,2,3,5,4,5,5,4,"no","no"
1933,55,"Male","Yes Kids","phd","full-time",250000,"md",30,0,"Large-City","United States","Married","Male",1,2,1,1,1,1,1,2,3,3,1,1,1,2,2,2,2,2,2,2,2,1,1,3,3,5,4,1,2,1,1,1,2,2,2,2,2,2,1,2,2,3,4,4,5,2,"no","no"
1934,67.5,"Male","No Kids","phd","full-time",87500,"Asst. Prof.",17,0,"Medium-Sized","United States","Married","0",0,2,2,1,1,1,1,1,2,3,2,2,1,2,5,3,2,2,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,"no","no"
1935,55,"Female","No Kids","deg","full-time",150000,"EHS Manager",6,6,"Medium-Sized","United States","Married","0",0,2,2,2,2,1,1,2,3,3,3,1,1,3,2,3,3,2,2,2,1,2,3,2,5,1,2,1,2,4,1,4,5,1,2,3,5,3,3,3,3,3,3,3,3,2,"yes","no"
1936,32.5,"Female","No Kids","phd","student",15000,"0",4,0,"Medium-Sized","United States","Single","0",0,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,1,2,1,2,1,1,2,2,2,2,1,2,1,2,1,1,3,3,3,3,3,"no","no"
1937,28,"Male","Yes Kids","ma","full-time",67500,"engineer",3,0,"Large-City","United States","Married","0",1,3,4,3,2,2,1,4,5,3,3,1,4,4,2,2,5,5,4,5,2,3,1,4,1,2,4,3,4,4,2,4,3,1,3,4,4,2,3,2,3,4,4,5,4,5,"yes","yes"
1938,45,"Male","Yes Kids","ma","full-time",150000,"Program Manager",2,0,"Medium-Sized","United States","Married","Male",1,4,4,3,3,3,1,1,4,2,4,4,2,5,2,4,3,1,4,1,1,4,1,3,1,4,3,5,2,4,1,2,5,4,4,5,4,3,5,3,4,4,4,4,4,2,"yes","no"
1939,24,"Male","No Kids","dip","full-time",55000,"Analyst",1,1,"Medium-Sized","United States","Single","0",0,4,3,3,4,4,1,1,4,2,2,1,2,3,3,3,5,1,1,1,2,4,3,4,2,4,2,4,4,4,1,1,4,3,4,3,4,4,3,4,4,4,4,3,4,3,"yes","no"
1940,28,"Male","No Kids","phd","full-time",35000,"0",0,2,"Large-City","United States","Single","0",0,3,3,2,2,2,1,1,4,4,4,2,3,4,2,2,2,2,3,4,4,4,2,3,4,2,2,3,1,3,4,2,4,2,2,3,5,5,4,2,3,3,3,3,4,4,"yes","no"
1941,37.5,"Male","No Kids","phd","full-time",250000,"Attorney",10,0,"Large-City","United States","","0",0,3,3,3,2,2,2,3,4,3,2,2,3,3,3,4,2,3,4,3,4,3,2,2,3,2,3,3,4,4,2,3,4,2,3,4,3,3,3,3,3,2,3,4,3,2,"yes","yes"
1942,23,"Female","No Kids","ma","student",15000,"Ornithology Graduate Student and Teachin",0,8,"Medium-Sized","United States","Single","0",0,3,2,3,2,2,1,1,3,2,2,1,2,2,2,3,3,2,3,2,3,4,2,2,2,3,2,3,4,3,2,2,4,2,2,3,3,3,3,3,2,5,4,5,5,5,"yes","no"
1943,19,"Female","No Kids","ltuni","student",NA,"0",0,0,"Rural/Country","United States","Single","0",0,4,3,4,2,2,2,2,3,4,4,3,5,4,5,5,2,4,2,3,1,4,2,3,4,3,5,4,4,4,4,4,5,2,3,3,2,3,4,5,3,3,4,3,3,2,"yes","yes"
1944,55,"Male","No Kids","ma","retired",10000,"0",1,0,"Large-City","United States","Single","0",0,2,4,2,2,2,1,1,3,2,5,4,2,2,2,5,1,1,2,1,3,5,1,2,2,1,2,5,3,5,1,2,5,1,1,2,3,2,4,2,3,2,2,2,2,2,"yes","no"
1945,45,"Male","No Kids","phd","student",10000,"Research/Teaching Assistant",6,0,"Medium-Sized","United States","Single","0",0,4,5,5,4,4,1,3,4,5,5,5,5,4,5,5,2,4,1,5,5,5,3,5,5,4,4,5,4,4,5,5,1,1,1,5,5,5,5,4,4,2,2,2,2,1,"yes","yes"
1946,45,"Female","No Kids","ma","full-time",87500,"Marketing",4,2,"Medium-Sized","United States","Divorced","0",0,2,2,2,2,2,1,2,2,3,3,2,4,4,2,3,4,3,1,3,3,3,2,3,5,1,2,2,2,4,4,3,3,1,2,3,5,5,5,1,4,3,5,4,4,3,"yes","yes"
1947,23,"Male","No Kids","ltuni","full-time",45000,"Dealer",1,10,"Medium-Sized","United States","Single","0",0,5,3,2,4,4,1,1,5,4,2,2,4,4,3,4,4,2,2,1,4,4,4,3,3,2,2,4,4,4,2,4,4,1,2,4,2,2,3,4,4,4,4,1,2,3,"yes","yes"
1948,37.5,"Female","Yes Kids","deg","full-time",67500,"RN",13,11,"Medium-Sized","United States","Married","3",1,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,4,2,"yes","yes"
1949,45,"Female","Yes Kids","deg","part-time",10000,"Artist",7,0,"Medium-Sized","United States","Married","Female",2,4,4,4,3,3,1,1,3,3,2,2,3,3,2,3,2,2,3,2,3,4,3,2,4,2,3,3,4,3,2,3,3,3,3,3,3,2,4,4,3,3,4,3,4,2,"yes","no"
1950,55,"Male","No Kids","deg","full-time",150000,"engineer",5,0,"Medium-Sized","United States","Single","0",0,3,3,4,3,3,1,1,2,2,3,2,3,3,3,2,3,1,3,1,4,4,2,2,1,4,4,3,3,3,1,2,4,2,3,3,4,3,3,4,3,2,2,2,3,2,"yes","no"
