"Age","Gender","Kids","Education","EducationAlt","WrkStatus","Income","Occupation","OccupatnAlt","YearsInPos","MnthsInPos","CommSize","Country","MaritalStat","Sons","Daughters","SelfProcrast","OthrProcrast","HDICategory","DPMean","AIPMean","GPMean","SWLSMean","DP1","DP2","DP3","DP4","DP5","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5"
25,"Male","No","dip","Diploma","Part-Time",87500,"Software Developer","IT SOFTWARE ENGINEER","1",0,"Large-City","United States","Single",0,0,"Yes","Yes","Very High",3.2,4.27,4.45,4,3,3,5,5,5,5,4,5,3,4,1,5,5,5,4,5,5,5,3,5,5,4,4,5,5,3,5,4,4,4,4,4,4,5,5,4,5,5,5,5,4,4,4,3,3
37.5,"Female","No","phd","PhD","Full-Time",55000,"engineer","ENGINEER","4",0,"Medium-Sized","United States","Single",0,0,"Yes","No","Very High",1.6,1.8,3,3,2,3,2,1,1,1,1,1,3,2,1,1,4,1,2,3,3,2,1,3,3,1,5,5,1,4,3,3,3,1,4,4,1,2,4,4,3,3,3,4,2,3,3,3,5
28,"Female","No","ma","Masters","Full-Time",35000,"research specialist","RESEARCH SPECIALIST","0",7,"Medium-Sized","United States","Married",0,0,"Yes","Yes","Very High",2.8,3,3.45,3.6,3,4,4,3,2,1,1,4,4,3,4,3,4,4,4,3,2,4,2,3,3,2,3,4,3,3,4,5,3,2,3,4,3,3,4,4,5,4,4,4,3,4,4,3,4
45,"Female","No","ma","Masters","Full-Time",67500,"Editor","EDITOR","7",8,"Small Town","United States","Single",0,0,"Yes","Yes","Very High",2.4,3.07,3.35,2.4,5,4,1,2,2,1,1,5,2,5,3,2,4,5,5,4,2,3,2,4,5,3,3,4,1,3,4,1,4,2,3,5,1,1,5,5,4,4,5,4,2,2,2,2,2
45,"Female","No","ma","Masters","Full-Time",87500,"manager IT","IT - MANAGER","7",0,"Large-City","United States","Divorced",0,0,"Yes","Yes","Very High",3.6,3.47,4,2.8,4,5,5,4,4,3,2,3,2,4,4,4,4,4,4,4,3,4,3,5,5,4,3,5,5,3,4,4,4,2,3,4,4,4,4,4,4,4,5,4,2,2,3,3,2
22,"Male","No","ltuni","Left University","Full-Time",87500,"Software Developer","IT SOFTWARE ENGINEER","2",0,"Medium-Sized","United States","Single",0,0,"Yes","Yes","Very High",3,2.4,3.8,2.6,3,5,4,3,3,5,1,2,1,3,1,3,4,1,3,3,2,3,1,5,4,5,1,5,5,5,4,5,4,1,1,4,5,5,2,4,5,3,3,2,3,3,3,2,1
21,"Female","No","ltuni","Left University","Student",10000,"Nanny","NANNY","3",0,"Small City","United States","Single",0,0,"Yes","Yes","Very High",1.2,2.67,2.95,3.2,2,2,1,1,1,1,2,3,4,2,4,3,4,2,4,2,4,2,2,3,4,1,2,5,2,2,2,3,3,3,3,4,2,3,4,4,3,3,3,3,4,3,3,3,3
37.5,"Female","No","phd","PhD","Full-Time",67500,"Epidemiologist","PHYSICIAN - EPIDEMIOLOGIST","2",0,"Large-City","United States","Married",0,0,"No","No","Very High",1.6,1.93,2.15,4.4,3,3,1,1,1,1,1,4,2,2,2,1,2,1,2,2,2,4,2,2,2,2,1,2,2,3,2,2,3,2,2,3,1,1,2,4,3,3,1,3,4,5,5,5,4
37.5,"Male","No","deg","Degree","Unemployed",10000,"","*MISSING*","0",0,"Large-City","United States","Single",0,0,"Yes","Yes","Very High",4,3.93,4.55,1.8,5,5,5,5,5,3,3,3,4,5,3,5,4,4,5,4,4,3,4,5,5,4,5,3,3,4,5,5,5,5,5,5,4,3,5,5,5,5,5,5,1,1,1,1,1
23,"Male","No","deg","Degree","Full-Time",55000,"0","*MISSING*","0",4,"Large-City","United States","Single",0,0,"Yes","Yes","Very High",1.8,3,3.35,3,2,2,3,2,3,1,4,5,3,2,2,3,3,2,3,4,3,3,4,2,3,4,2,4,5,5,1,4,3,4,3,3,1,3,3,5,4,4,4,4,2,4,2,3,3
45,"Female","No","phd","PhD","Full-Time",87500,"0","*MISSING*","0",9,"Medium-Sized","United States","Single",0,0,"Yes","Yes","Very High",3.2,3.73,3.7,1.2,4,4,4,4,4,1,4,5,5,3,2,5,3,3,5,3,5,3,5,5,5,3,4,4,3,3,2,4,5,5,4,2,4,3,5,1,3,5,4,2,1,1,1,1,1
45,"Female","Yes","ma","Masters","Full-Time",NA,"teacher","TEACHER","1",0,"Small City","United States","Married",NA,1,"Yes","No","Very High",3.2,3.07,3.1,3.2,5,3,5,2,2,2,1,3,4,2,4,3,3,2,4,5,3,4,4,1,3,1,3,4,3,1,3,5,3,4,4,2,1,4,2,5,5,4,4,2,3,3,3,5,4
25,"Female","No","ma","Masters","Student",25000,"Graduate Research Assistant","GRADUATE ASSISTANT - RESEARCH","1",3,"Large-City","United States","Single",0,0,"Yes","Yes","Very High",2.8,4,4.15,3.8,4,4,3,3,3,3,4,2,5,5,5,5,5,5,5,2,5,1,5,5,5,2,3,4,5,3,5,5,5,4,5,5,3,3,5,4,3,5,4,5,3,3,4,4,3
45,"Male","No","deg","Degree","Full-Time",15000,"HVAC Tech","HVAC TECH","0",6,"Small Town","United States","Single",0,0,"Yes","Yes","Very High",4,4.8,4.4,2.4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,3,5,5,5,5,5,4,3,4,5,5,5,5,1,4,5,5,5,5,5,4,4,5,4,5,2,2,2,1,2
45,"Male","No","ma","Masters","Full-Time",67500,"Accounting Manager","ACCOUNTANT","0",0,"Medium-Sized","United States","Single",0,0,"Yes","Yes","Very High",4,4.93,5,1.8,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1
45,"Male","No","ma","Masters","Full-Time",67500,"Accounting Manager","ACCOUNTANT","0",0,"Medium-Sized","United States","Single",0,0,"Yes","Yes","Very High",4,4.47,4.8,1.8,5,5,5,5,5,3,5,5,5,5,1,5,5,5,5,5,5,3,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1
45,"Male","No","ma","Masters","Full-Time",67500,"0","*MISSING*","0",0,"Medium-Sized","United States","Single",0,0,"Yes","Yes","Very High",4,4.47,4.8,1.8,5,5,5,5,5,3,5,5,5,5,1,5,5,5,5,5,5,3,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1
32.5,"Female","Yes","ma","Masters","Full-Time",67500,"Marketing","MARKETING","4",0,"Small City","United States","Married",0,1,"Yes","Yes","Very High",2,3,3.45,3.8,3,2,2,2,2,1,2,3,3,4,5,4,4,4,4,2,2,3,2,4,4,2,1,5,4,3,3,2,5,2,4,5,2,3,4,4,4,4,4,3,4,4,4,4,4
37.5,"Female","No","ma","Masters","Full-Time",35000,"Self-employed writer/editor","WRITER/AUTHOR - FREELANCE","4",0,"Large-City","United States","Single",0,0,"Yes","Yes","Very High",2.2,3.2,3.75,3.6,3,3,3,2,2,2,2,3,4,3,2,4,5,5,5,4,2,3,2,5,5,2,2,5,4,2,4,3,5,3,4,5,3,2,4,3,4,5,5,5,3,3,3,4,2
45,"Female","Yes","deg","Degree","Part-Time",35000,"Healthcare Consultant","HEALTHCARE - CONSULTANT","2",0,"Large Town","United States","Married",0,3,"Yes","Yes","Very High",3.2,3.93,3.65,2.8,4,3,3,3,3,3,4,2,5,5,5,4,5,3,5,3,5,3,4,4,5,2,3,4,4,3,4,3,4,4,5,4,4,2,4,3,3,4,4,3,3,3,2,3,3
45,"Male","Yes","dip","Diploma","Full-Time",150000,"Sales","SALES","3",0,"Large-City","United States","Married",0,3,"Yes","No","Very High",3.2,2.73,3.35,1.8,3,4,3,3,3,4,1,2,3,3,4,3,4,3,4,2,1,3,1,4,4,1,5,2,3,2,3,3,4,1,3,3,5,4,3,5,3,5,4,5,1,1,1,1,1
28,"Male","No","dip","Diploma","Part-Time",15000,"Diplomat","FOREIGN AFFAIRS","0",1,"Large Town","United States","Single",0,0,"Yes","Yes","Very High",4,3.47,3.65,3.2,5,5,5,5,5,2,2,4,4,5,5,5,3,3,4,2,2,4,2,5,5,1,5,3,4,2,4,3,4,5,4,4,2,2,3,4,4,4,5,4,3,3,3,3,2
45,"Male","No","deg","Degree","Full-Time",NA,"0","*MISSING*","10",0,"Small City","United States","Single",0,0,"Yes","4","Very High",1.4,2,2.8,3.2,2,2,2,1,1,1,1,2,3,3,1,2,3,1,4,2,2,2,2,3,3,2,2,2,3,2,3,3,3,3,3,3,2,2,3,5,3,3,3,2,3,4,4,3,3
45,"Male","No","ma","Masters","Part-Time",250000,"0","*MISSING*","5",0,"Large-City","United States","Single",0,0,"Yes","Yes","Very High",3.2,3.2,3.4,3.4,4,4,4,4,4,1,1,4,2,5,4,4,5,5,4,3,2,2,2,4,3,2,2,2,2,3,4,4,5,3,3,4,2,5,4,3,3,5,5,4,3,3,4,3,2
37.5,"Female","Yes","ma","Masters","*Missing*",NA,"houswife","HOME MAKER","1",1,"Small City","United States","Married",NA,0,"Yes","Yes","Very High",1.6,2.93,3.3,4.4,2,2,2,2,3,1,2,2,5,4,3,2,2,3,4,3,2,4,4,3,4,3,2,3,4,3,4,3,3,4,4,3,2,3,3,4,4,3,4,4,4,5,4,5,3
19,"Male","No","ltuni","Left University","Student",10000,"please specify","*MISSING*",NA,0,"Medium-Sized","United States","Single",0,0,"Yes","Yes","Very High",1.8,2.73,2.8,4.2,2,3,2,2,2,2,1,5,2,2,1,5,3,1,5,5,2,4,1,1,4,1,3,4,1,3,4,2,5,1,2,5,1,3,4,1,2,4,5,5,3,4,4,5,5
55,"Female","Yes","phd","PhD","Retired",55000,"0","*MISSING*","5",0,"Rural/Country","United States","Married",NA,1,"Yes","Yes","Very High",2,2.6,3.05,4.4,3,3,2,1,1,1,2,3,4,4,2,4,3,1,1,1,4,4,4,3,4,1,1,5,2,3,3,2,4,3,4,3,3,2,3,3,2,5,5,5,4,4,4,5,4
32.5,"Female","No","ma","Masters","Student",25000,"please specify","*MISSING*","3",7,"Large-City","United States","Separated",0,0,"Yes","Yes","Very High",3.2,2.93,3.35,2.2,5,5,3,3,3,1,2,1,3,5,4,3,3,3,5,4,3,2,2,2,5,3,3,3,2,3,4,4,5,3,3,5,1,1,4,3,3,5,5,4,2,3,1,1,4
55,"Male","No","dip","Diploma","Unemployed",25000,"0","*MISSING*","0",0,"Medium-Sized","United States","Single",0,0,"Yes","No","Very High",2,3.13,3.15,3.2,1,2,3,4,5,2,3,4,1,2,3,4,1,3,3,5,4,3,4,5,4,3,4,5,2,3,4,1,4,3,5,2,3,2,1,4,3,4,1,4,2,3,3,4,4
55,"Female","Yes","ltuni","Left University","Unemployed",25000,"Unemployed","UNEMPLOYED","17",0,"Rural/Country","United States","Married",3,0,"Yes","Yes","Very High",4,4.87,4.6,2.4,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1,3,1
67.5,"Female","No","phd","PhD","Full-Time",15000,"researcher","RESEARCHER","30",0,"Medium-Sized","United States","Married",0,0,"Yes","Yes","Very High",3.2,2.87,3.2,2.8,5,4,3,4,4,1,1,1,3,5,2,5,4,4,5,1,3,2,2,5,5,2,2,3,1,1,3,5,4,1,3,4,2,3,4,3,3,5,5,3,3,4,2,2,3
28,"Female","No","ma","Masters","Full-Time",25000,"0","*MISSING*","4",0,"Large-City","United States","Married",0,0,"No","No","Very High",1,1.2,1.5,4.2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,3,2,2,1,1,1,1,2,1,5,1,1,2,1,1,1,1,5,5,5,5,5
55,"Male","Yes","deg","Degree","Full-Time",150000,"Pharmacist","PHARMACIST","30",0,"Rural/Country","United States","Married",NA,0,"No","No","Very High",1.6,1.87,2.05,3.6,2,2,2,2,2,1,1,4,1,2,1,1,3,2,2,3,2,2,1,2,2,2,3,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,3
55,"Female","Yes","phd","PhD","Full-Time",45000,"chiropractor","CHIROPRACTOR","5",0,"Large-City","United States","Divorced",NA,0,"Yes","Yes","Very High",3.6,3.93,4.35,3,5,4,5,4,4,2,2,3,5,4,3,4,5,4,5,5,4,5,4,4,5,5,4,2,5,5,5,5,4,5,4,5,4,4,5,5,5,5,1,5,2,3,2,3,1
19,"Female","No","ltuni","Left University","Student",10000,"0","*MISSING*","0",0,"Medium-Sized","United States","Single",0,0,"Yes","Yes","Very High",3,2.67,3.05,3.2,5,4,3,3,3,1,1,4,4,2,1,5,4,2,4,2,3,2,2,2,4,1,3,5,4,1,3,4,5,3,2,3,1,2,5,4,3,2,4,4,3,3,4,2,3
32.5,"Female","Yes","ltuni","Left University","Unemployed",250000,"houswife","HOME MAKER","6",3,"Medium-Sized","United States","Married",NA,1,"Yes","Yes","Very High",4.2,4.67,4.5,2,5,5,5,5,5,3,5,5,5,5,5,5,5,3,5,5,5,4,5,5,5,5,5,2,5,3,5,5,5,5,5,5,4,2,4,5,5,5,5,5,2,1,1,1,1
32.5,"Male","No","phd","PhD","Student",25000,"0","*MISSING*","2",0,"Medium-Sized","United States","Single",0,0,"Yes","No","Very High",3.6,3.53,3.6,3,5,5,4,4,4,2,2,5,2,4,4,4,4,3,4,5,3,5,2,4,4,4,4,5,1,2,4,4,3,2,4,4,4,4,4,2,5,4,4,4,2,3,3,3,2
45,"Female","No","phd","PhD","Full-Time",35000,"college faculty","PROFESSOR","6",0,"Small City","United States","Single",0,0,"Yes","Yes","Very High",2.8,3.6,2.9,2.8,5,4,3,2,2,1,3,5,5,5,5,5,3,4,3,3,3,4,3,3,4,1,3,3,3,3,3,3,3,2,2,4,4,3,3,1,4,3,3,3,1,5,2,3,1
37.5,"Male","Yes","ltuni","Left University","Full-Time",55000,"Information technology","IT","4",0,"Small City","United States","Divorced",NA,0,"Yes","No","Very High",2.8,2.87,4.1,2.8,3,4,4,3,3,4,2,4,2,3,1,3,4,3,4,3,2,4,1,5,5,4,4,4,4,2,4,4,4,3,4,4,5,4,4,5,5,4,4,4,3,3,1,3,2
32.5,"Female","No","dip","Diploma","Full-Time",45000,"Executive Assistant","EXECUTIVE ASSISTANT","10",0,"Large Town","United States","Married",0,0,"Yes","No","Very High",1.8,2.4,3.15,3.8,2,3,2,2,2,3,2,3,3,2,3,3,2,2,3,1,2,2,3,3,4,2,3,5,3,3,3,1,3,2,3,2,4,3,4,5,4,3,3,4,4,4,4,3,2
55,"Male","Yes","ma","Masters","Full-Time",NA,"P-T College Faculty & P-T Self-Employed","PROFESSOR","28",0,"Small Town","United States","Married",NA,0,"Yes","No","Very High",1,2.53,2.25,3.2,2,1,1,1,1,2,2,5,2,3,2,3,3,2,2,4,3,2,2,3,3,1,3,1,2,2,2,3,2,1,2,2,3,4,3,2,1,3,2,2,3,3,4,4,4
55,"Male","Yes","deg","Degree","Full-Time",55000,"Respiratory Therapist","RESPIRATORY THERAPIST","23",0,"Medium-Sized","United States","Married",NA,1,"Yes","Yes","Very High",3,2.13,2.8,3.8,4,4,3,3,3,1,1,3,3,2,2,3,2,2,3,1,2,2,2,3,4,2,2,1,2,2,3,2,4,3,2,3,3,3,3,4,3,4,3,3,4,4,4,4,4
28,"Male","No","ltuni","Left University","Full-Time",87500,"Insurance","INSURANCE","2",0,"Medium-Sized","United States","Married",0,0,"Yes","No","Very High",2.4,1.8,2.1,3.2,3,3,3,3,2,1,1,1,2,1,2,1,2,1,1,4,2,5,1,2,1,2,3,4,1,3,2,4,3,1,1,2,1,3,1,3,1,2,2,2,3,4,4,3,1
45,"Male","No","ma","Masters","Full-Time",150000,"Computer Consultant","IT - CONSULTANT","10",0,"Medium-Sized","United States","Married",0,0,"Yes","No","Very High",1.2,2,2.2,2.8,1,3,1,1,1,1,2,5,2,2,1,1,4,2,2,1,2,2,2,4,2,1,1,4,1,1,3,1,4,1,1,3,3,1,3,1,1,4,4,4,3,3,2,2,2
45,"Female","No","deg","Degree","Full-Time",45000,"Programmer/Software Analyst","IT SOFTWARE ENGINEER","6",1,"Small City","United States","Single",0,0,"Yes","Yes","Very High",2.6,3.47,3.7,2.4,3,3,4,3,4,2,3,2,4,4,3,3,4,3,3,4,4,5,4,4,4,3,2,3,4,2,4,4,5,4,4,4,3,4,4,5,5,2,4,3,3,2,2,2,2
45,"Female","No","deg","Degree","Full-Time",35000,"Information Technology Consultant","IT - CONSULTANT","0",6,"Medium-Sized","United States","Single",0,0,"Yes","Yes","Very High",2.2,3.07,3.55,2,3,3,3,2,2,2,2,4,3,3,3,3,4,3,4,4,3,4,2,4,5,2,3,4,2,2,5,4,3,2,4,3,4,3,4,4,4,4,5,4,1,2,2,1,1
67.5,"Female","No","ltuni","Left University","Retired",35000,"0","*MISSING*","0",0,"Small City","United States","Single",0,0,"Yes","Yes","Very High",2.8,4.13,4.05,2.8,5,5,2,2,2,3,4,5,5,4,3,5,5,5,5,3,5,3,5,5,5,5,5,1,5,4,5,3,5,1,5,4,4,5,2,4,3,5,5,5,2,2,2,3,1
45,"Female","No","deg","Degree","Retired",15000,"retired","RETIRED","12",0,"Large-City","United States","Married",0,0,"Yes","Yes","Very High",2.2,2.33,2.75,3.2,4,3,2,2,2,1,1,2,4,3,1,2,3,2,2,2,4,2,4,3,4,2,1,4,4,1,3,2,4,4,3,3,1,2,3,2,2,3,4,2,3,3,4,4,2
55,"Female","No","phd","PhD","Full-Time",45000,"Epidemiologist","PHYSICIAN - EPIDEMIOLOGIST","23",0,"Small City","United States","Single",0,0,"No","No","Very High",2,1.27,2.05,3,3,2,4,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,4,3,2,1,4,3,2,2,2,2,1,1,4,1,1,1,2,1,2,2,3,3,3,3,3,2
23,"Female","No","deg","Degree","Part-Time",35000,"Office Manager","OFFICE MANAGER","1",6,"Large-City","United States","Single",0,0,"Yes","No","Very High",2,3.33,3.95,3.4,3,3,2,2,2,3,3,4,4,3,4,2,4,3,4,4,4,3,3,4,4,4,4,5,4,4,4,3,4,2,4,4,4,4,4,4,4,5,4,4,3,3,3,4,2
32.5,"Female","Yes","ltuni","Left University","Full-Time",45000,"admin assist","ADMINSTRATIVE ASSISTANT","5",0,"Large Town","United States","Married",0,1,"Yes","No","Very High",2.4,2.8,3.8,3.6,4,2,3,2,2,4,2,4,4,2,4,2,3,1,5,2,2,4,1,4,5,1,3,5,5,3,5,3,3,3,3,4,4,3,4,5,4,5,4,5,4,3,3,3,4
67.5,"Female","No","ltuni","Left University","Full-Time",45000,"self-employed Photographer","PHOTOGRAPHER","30",0,"Large-City","United States","Divorced",0,0,"Yes","Yes","Very High",2.2,3.27,3.85,3.2,3,3,3,2,2,2,3,3,4,4,3,5,4,3,4,2,3,3,4,5,5,3,4,1,3,3,4,3,4,5,4,5,3,3,4,5,4,5,4,4,3,3,3,3,2
55,"Female","No","deg","Degree","Full-Time",45000,"Business Owner","BUSINESS OWNER / SELF EMPLOYED","17",0,"Medium-Sized","United States","Married",0,0,"Yes","Yes","Very High",4,3.93,4.6,1.8,5,5,5,5,5,1,1,1,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,1,1,1,1,1
37.5,"Male","Yes","deg","Degree","Full-Time",45000,"Warehouse Supervisor","WAREHOUSE SUPERVISOR","1",9,"Small City","United States","Married",0,1,"Yes","Yes","Very High",2,2.73,3.3,2,3,3,1,2,3,4,1,5,2,2,2,2,3,3,4,3,1,5,1,2,3,2,5,4,1,3,2,3,4,3,2,2,5,5,4,4,4,4,4,4,1,2,2,1,5
20,"Female","No","ltuni","Left University","Student",NA,"0","*MISSING*","0",0,"Large-City","United States","Single",0,0,"Yes","Yes","Very High",1.6,3.6,3.6,4,3,2,2,1,1,1,4,4,4,3,4,5,4,2,5,5,5,3,4,5,4,2,1,5,4,3,3,4,5,4,4,5,2,4,4,3,3,3,4,5,4,5,2,4,3
67.5,"Male","No","dip","Diploma","Full-Time",35000,"writer","WRITER","30",0,"Small City","United States","Divorced",0,0,"Yes","Yes","Very High",1.6,2.47,3.2,3,2,2,2,2,1,2,2,3,3,3,1,2,4,3,2,2,4,3,2,2,2,1,4,5,4,2,4,4,4,3,2,4,2,3,4,4,3,4,3,4,2,2,4,3,2
24,"Female","No","deg","Degree","Full-Time",35000,"Server","RESTAURANT - FOOD SERVER","5",0,"Medium-Sized","United States","Single",0,0,"Yes","Yes","Very High",1.6,3.73,4.3,2,3,3,1,1,1,1,3,5,5,5,1,5,3,3,5,5,5,5,4,5,5,1,1,5,5,5,5,2,5,5,5,5,4,5,3,5,5,5,5,5,1,1,1,2,1
55,"Male","Yes","deg","Degree","Full-Time",67500,"Director of non-profit organization","NON PROFIT - DIRECTOR","8",6,"Small City","United States","Married",3,1,"Yes","Yes","Very High",3,3.2,3.45,3.2,4,4,3,3,3,3,3,4,3,3,2,4,4,3,3,3,3,3,4,4,4,2,3,3,3,3,4,4,4,4,4,4,4,4,4,2,3,4,2,4,3,3,2,4,1
55,"Male","No","deg","Degree","Full-Time",150000,"Insurance","INSURANCE","5",0,"Medium-Sized","United States","Married",0,0,"Yes","No","Very High",2.8,2.07,3,3.2,4,4,3,3,3,2,1,5,1,1,2,1,3,2,3,3,2,1,1,3,3,2,2,1,3,1,3,4,4,4,1,3,4,4,4,3,4,3,4,3,3,3,3,4,2
45,"Female","No","ma","Masters","Full-Time",87500,"Sr. Drug Safety Associate","DRUG SAFETY","4",2,"Large Town","United States","Divorced",0,0,"Yes","No","Very High",0.8,2.13,1.9,3.4,1,1,1,1,1,2,2,4,3,3,1,2,1,2,2,1,3,1,4,3,3,1,1,1,2,1,3,1,3,1,4,3,2,1,3,1,1,2,1,3,3,4,4,3,2
45,"Female","No","high","High School","Full-Time",67500,"Electrical Technician","ELECTRICIAN","14",0,"Large-City","United States","Married",0,0,"Yes","Yes","Very High",4,4.33,3.9,2,5,5,5,5,5,2,5,3,5,5,1,5,5,5,5,4,5,5,5,5,5,5,5,5,1,5,5,1,5,5,5,5,3,5,5,1,1,1,5,1,2,2,2,3,3
55,"Female","Yes","high","High School","Student",45000,"please specify","*MISSING*","0",9,"Small Town","United States","Married",NA,4,"Yes","Yes","Very High",4.6,4.13,4.1,3.4,5,5,5,4,4,3,2,5,4,5,5,5,4,4,5,5,3,4,4,5,5,2,3,3,5,4,5,4,5,3,3,3,4,5,5,5,3,5,5,5,3,2,3,4,2
55,"Male","No","deg","Degree","Full-Time",87500,"engineer","ENGINEER","17",0,"Medium-Sized","United States","Married",0,0,"Yes","No","Very High",2.2,1.8,2.55,3.4,3,3,3,2,2,1,1,3,1,2,3,2,1,2,3,2,1,2,1,2,3,2,2,4,2,2,3,2,4,1,4,3,1,1,3,3,2,4,3,4,3,3,3,4,3
28,"Female","Yes","deg","Degree","Part-Time",15000,"Senior Staff Writer","WRITER","1",0,"Small City","United States","Married",0,1,"Yes","Yes","Very High",4.2,4.53,4.55,3.4,5,5,5,5,5,4,4,5,5,5,4,5,5,2,5,4,5,5,5,5,5,5,4,5,5,4,5,5,5,3,4,5,5,3,3,5,5,5,5,3,3,4,3,4,2
28,"Male","No","ma","Masters","Student",10000,"Writing Consultant","WRITING CONSULTANT","1",0,"Medium-Sized","United States","Single",0,0,"Yes","Yes","Very High",3,3.27,3.5,3.8,3,4,4,4,4,4,2,3,2,3,2,3,5,2,4,4,5,4,2,4,3,2,3,3,5,3,3,4,5,3,3,5,4,4,4,3,3,3,3,4,4,3,4,4,4
25,"Male","No","deg","Degree","Full-Time",250000,"Private Equity Principal","PRIVATE EQUITY PRINCIPAL","1",4,"Large-City","United States","Single",0,0,"Yes","Yes","Very High",1.2,3.33,2.75,4.2,3,1,1,1,1,1,3,5,5,4,1,5,4,3,5,2,4,3,4,5,4,1,2,3,1,1,3,1,5,4,3,4,1,2,2,3,2,3,5,4,4,5,4,4,3
32.5,"Female","No","ma","Masters","Full-Time",45000,"Art Director","ART DIRECTOR","1",0,"Large-City","United States","Single",0,0,"No","No","Very High",1.4,2.4,2.55,3.6,2,2,2,1,1,1,3,3,4,3,1,1,3,2,2,3,3,4,2,3,3,2,1,2,2,2,3,2,3,2,3,3,4,2,3,4,3,2,2,2,4,4,4,4,3
55,"Female","No","deg","Degree","Unemployed",35000,"0","*MISSING*","0",0,"Large-City","United States","Divorced",0,0,"Yes","Yes","Very High",3,3.33,3.55,2.8,4,4,4,3,3,2,3,5,5,3,2,3,4,3,3,3,4,3,4,4,4,2,4,4,2,2,4,3,4,3,2,4,4,4,4,5,4,4,4,4,3,2,3,2,2
25,"Male","No","ma","Masters","Student",25000,"please specify","*MISSING*","3",0,"Large-City","United States","Single",0,0,"Yes","Yes","Very High",1.8,3.93,4.25,2.2,2,4,1,2,2,4,4,5,5,5,4,5,4,4,5,2,4,2,4,5,4,5,4,5,5,4,4,3,4,4,4,5,4,4,5,4,4,4,4,3,2,2,2,2,2
24,"Female","No","dip","Diploma","Full-Time",35000,"Social Worker","SOCIAL WORKER","2",6,"Medium-Sized","United States","Single",0,0,"Yes","No","Very High",2.6,2.27,3,3.8,2,4,4,3,2,2,2,1,3,2,1,2,3,2,2,3,3,3,3,3,3,3,2,5,2,2,3,4,3,2,3,3,3,4,3,3,3,3,3,3,4,4,4,4,3
45,"Female","No","deg","Degree","Unemployed",NA,"0","*MISSING*","0",0,"Small City","United States","Single",0,0,"No","4","Very High",1.6,2.53,2.7,3.6,2,2,2,2,2,1,1,2,3,2,1,2,3,3,4,4,3,4,3,4,4,3,2,2,2,1,4,2,3,1,3,4,2,2,3,3,3,3,3,2,4,4,4,4,4
37.5,"Female","No","ma","Masters","Full-Time",55000,"Research Associate","RESEARCH ASSOCIATE","1",6,"Medium-Sized","United States","Single",0,0,"Yes","No","Very High",1.8,2.87,3,3.6,3,2,2,2,2,2,2,3,4,2,3,2,4,2,3,3,4,4,3,4,4,3,3,4,3,2,3,3,3,3,3,3,2,2,3,3,3,3,3,4,3,3,4,4,3
55,"Female","Yes","ma","Masters","Full-Time",55000,"teacher","TEACHER","30",0,"Large Town","United States","Divorced",NA,0,"Yes","No","Very High",1.4,2.13,2.35,3.4,3,1,2,1,2,1,1,2,3,2,2,1,4,2,2,3,3,2,2,2,2,1,2,2,2,2,2,3,3,1,2,2,2,3,4,4,3,2,3,2,3,4,4,4,3
67.5,"Male","Yes","ma","Masters","Retired",250000,"retired","RETIRED","5",0,"Large Town","United States","Married",NA,0,"Yes","No","Very High",1.2,1.47,1.75,4.4,1,3,1,1,1,1,1,5,1,1,1,1,2,1,3,1,1,1,1,1,2,1,1,2,1,3,1,3,2,1,1,3,1,2,2,2,1,3,2,2,5,5,5,5,5
22,"Female","No","dip","Diploma","Student",10000,"please specify","*MISSING*","0",9,"Large-City","United States","Single",0,0,"Yes","Yes","Very High",2.2,2.73,3.4,3.6,2,2,4,3,3,1,1,5,2,2,3,4,4,1,3,5,2,3,2,1,4,4,4,5,4,4,4,3,4,1,3,3,2,2,4,4,4,4,4,4,4,4,4,2,2
55,"Male","Yes","deg","Degree","Full-Time",45000,"teacher","TEACHER","13",0,"Small City","United States","Married",NA,1,"No","No","Very High",2,2,2.6,2.8,2,3,2,2,2,2,1,3,2,2,1,1,2,2,3,3,2,2,2,3,3,2,2,2,4,2,2,2,2,2,3,3,2,4,3,3,3,2,3,2,3,3,3,3,3
